"","scenario","region","year","direct","transformation","enduse","ghg","value","Units"
"192","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"gas processing","gas processing","Light truck","CO2",4.621676e-06,"MTCO2e"
"193","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"gas processing","gas processing","Medium truck","CO2",5.863872e-05,"MTCO2e"
"194","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"gas processing","gas processing","Mini Car","CO2",4.247128e-07,"MTCO2e"
"195","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"gas processing","gas processing","mining energy use","CO2",3.30992e-07,"MTCO2e"
"196","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"gas processing","gas processing","N fertilizer","CO2",2.163748e-05,"MTCO2e"
"197","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"H2 enduse","H2 enduse","agricultural energy use","CO2",0.0002015822,"MTCO2e"
"198","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"H2 enduse","H2 enduse","Car","CO2",5.657491e-07,"MTCO2e"
"199","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"H2 enduse","H2 enduse","construction","CO2",8.940527e-05,"MTCO2e"
"200","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"H2 enduse","H2 enduse","industrial energy use","CO2",0.01548989,"MTCO2e"
"201","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"H2 enduse","H2 enduse","iron and steel","CO2",0.0008343317,"MTCO2e"
"202","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"H2 enduse","H2 enduse","Large Car and Truck","CO2",2.979667e-06,"MTCO2e"
"203","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"H2 enduse","H2 enduse","Mini Car","CO2",2.585932e-08,"MTCO2e"
"204","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"H2 enduse","H2 enduse","mining energy use","CO2",5.901527e-05,"MTCO2e"
"205","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","2W and 3W","CO2",0.0004493796,"MTCO2e"
"206","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","agricultural energy use","CO2",0.01670461,"MTCO2e"
"207","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","Bus","CO2",0.03800015,"MTCO2e"
"208","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","Car","CO2",0.04905781,"MTCO2e"
"209","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","cement","CO2",0.01534771,"MTCO2e"
"210","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","comm heating","CO2",0.001292159,"MTCO2e"
"211","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","comm others","CO2",0.008762163,"MTCO2e"
"212","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","construction","CO2",0.002016005,"MTCO2e"
"213","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","Domestic Aviation","CO2",0.04014923,"MTCO2e"
"214","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","Domestic Ship","CO2",0.0003347395,"MTCO2e"
"215","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","Freight Rail","CO2",0.002046997,"MTCO2e"
"216","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","Heavy truck","CO2",0.02907584,"MTCO2e"
"217","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","industrial energy use","CO2",0.1720973,"MTCO2e"
"218","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","industrial feedstocks","CO2",0.0611576,"MTCO2e"
"219","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","International Aviation","CO2",0.04824438,"MTCO2e"
"220","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","International Ship","CO2",0.01531999,"MTCO2e"
"221","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","Large Car and Truck","CO2",0.02452451,"MTCO2e"
"222","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","Light truck","CO2",0.01229053,"MTCO2e"
"223","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","Medium truck","CO2",0.126303,"MTCO2e"
"224","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","Mini Car","CO2",0.0215604,"MTCO2e"
"225","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","mining energy use","CO2",0.001227127,"MTCO2e"
"226","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","Passenger Rail","CO2",0.0002175829,"MTCO2e"
"227","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2025,"refining","refining","resid others","CO2",0.02254124,"MTCO2e"
"228","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","2W and 3W","CO2",-0.008863043,"MTCO2e"
"229","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","agricultural energy use","CO2",-0.05731906,"MTCO2e"
"230","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","Bus","CO2",-0.01946194,"MTCO2e"
"231","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","Car","CO2",-0.006767546,"MTCO2e"
"232","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","cement","CO2",-0.01851632,"MTCO2e"
"233","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","ces","CO2",-0.005020237,"MTCO2e"
"234","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","comm cooling","CO2",-0.04531933,"MTCO2e"
"235","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","comm others","CO2",-0.3811044,"MTCO2e"
"236","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","construction","CO2",-0.0001183633,"MTCO2e"
"237","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","Heavy truck","CO2",-0.004412783,"MTCO2e"
"238","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","HSR","CO2",-2.387943e-06,"MTCO2e"
"239","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","industrial energy use","CO2",-1.175802,"MTCO2e"
"240","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","iron and steel","CO2",-0.1630374,"MTCO2e"
"241","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","Large Car and Truck","CO2",-0.003109823,"MTCO2e"
"242","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","Light truck","CO2",-0.006205518,"MTCO2e"
"243","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","Medium truck","CO2",-0.02517639,"MTCO2e"
"244","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","Mini Car","CO2",-0.002780879,"MTCO2e"
"245","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","mining energy use","CO2",-0.0003223809,"MTCO2e"
"246","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","resid cooling","CO2",-0.1353546,"MTCO2e"
"247","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"electricity","electricity","resid others","CO2",-0.7243993,"MTCO2e"
"248","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"gas processing","gas processing","2W and 3W","CO2",1.453807e-07,"MTCO2e"
"249","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"gas processing","gas processing","Bus","CO2",3.074135e-05,"MTCO2e"
"250","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"gas processing","gas processing","Car","CO2",2.412829e-06,"MTCO2e"
"251","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"gas processing","gas processing","cement","CO2",1.840295e-05,"MTCO2e"
"252","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"gas processing","gas processing","ces","CO2",9.129096e-06,"MTCO2e"
"253","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"gas processing","gas processing","comm others","CO2",1.442891e-08,"MTCO2e"
"254","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"gas processing","gas processing","construction","CO2",3.056635e-07,"MTCO2e"
"255","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"gas processing","gas processing","Heavy truck","CO2",9.537607e-06,"MTCO2e"
"256","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"gas processing","gas processing","industrial energy use","CO2",2.6318e-05,"MTCO2e"
"257","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"gas processing","gas processing","industrial feedstocks","CO2",3.792912e-05,"MTCO2e"
"258","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"gas processing","gas processing","Large Car and Truck","CO2",4.1847e-06,"MTCO2e"
"259","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"gas processing","gas processing","Light truck","CO2",1.694672e-06,"MTCO2e"
"260","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"gas processing","gas processing","Medium truck","CO2",3.259768e-05,"MTCO2e"
"261","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"gas processing","gas processing","Mini Car","CO2",3.858244e-07,"MTCO2e"
"262","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"gas processing","gas processing","mining energy use","CO2",2.020823e-07,"MTCO2e"
"263","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"gas processing","gas processing","N fertilizer","CO2",1.031888e-05,"MTCO2e"
"264","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"H2 enduse","H2 enduse","agricultural energy use","CO2",-0.0003743782,"MTCO2e"
"265","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"H2 enduse","H2 enduse","Car","CO2",-5.422163e-06,"MTCO2e"
"266","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"H2 enduse","H2 enduse","construction","CO2",-0.0002066965,"MTCO2e"
"267","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"H2 enduse","H2 enduse","industrial energy use","CO2",-0.05313687,"MTCO2e"
"268","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"H2 enduse","H2 enduse","iron and steel","CO2",-0.004313127,"MTCO2e"
"269","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"H2 enduse","H2 enduse","Large Car and Truck","CO2",-3.727139e-05,"MTCO2e"
"270","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"H2 enduse","H2 enduse","Mini Car","CO2",-2.592888e-07,"MTCO2e"
"271","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"H2 enduse","H2 enduse","mining energy use","CO2",-0.0001357424,"MTCO2e"
"272","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","2W and 3W","CO2",-1.781155e-05,"MTCO2e"
"273","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","agricultural energy use","CO2",-0.00161292,"MTCO2e"
"274","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","Bus","CO2",-0.00277888,"MTCO2e"
"275","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","Car","CO2",-0.005127126,"MTCO2e"
"276","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","cement","CO2",-0.003006132,"MTCO2e"
"277","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","comm heating","CO2",-0.0001795165,"MTCO2e"
"278","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","comm others","CO2",-0.0006327943,"MTCO2e"
"279","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","construction","CO2",-0.0001924494,"MTCO2e"
"280","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","Domestic Aviation","CO2",-0.005795475,"MTCO2e"
"281","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","Domestic Ship","CO2",-3.554747e-05,"MTCO2e"
"282","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","Freight Rail","CO2",-0.0002600454,"MTCO2e"
"283","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","Heavy truck","CO2",-0.002898403,"MTCO2e"
"284","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","industrial energy use","CO2",-0.02433005,"MTCO2e"
"285","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","industrial feedstocks","CO2",-0.01261459,"MTCO2e"
"286","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","International Aviation","CO2",-0.006564786,"MTCO2e"
"287","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","International Ship","CO2",-0.001735231,"MTCO2e"
"288","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","Large Car and Truck","CO2",-0.003033817,"MTCO2e"
"289","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","Light truck","CO2",-0.00100061,"MTCO2e"
"290","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","Medium truck","CO2",-0.01255732,"MTCO2e"
"291","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","Mini Car","CO2",-0.002889964,"MTCO2e"
"292","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","mining energy use","CO2",-0.0001075324,"MTCO2e"
"293","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","Passenger Rail","CO2",-2.685935e-05,"MTCO2e"
"294","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2030,"refining","refining","resid others","CO2",-0.001880007,"MTCO2e"
"295","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","2W and 3W","CO2",-0.0212047,"MTCO2e"
"296","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","agricultural energy use","CO2",-0.1730956,"MTCO2e"
"297","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","Bus","CO2",-0.06784819,"MTCO2e"
"298","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","Car","CO2",-0.03146507,"MTCO2e"
"299","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","cement","CO2",-0.05740523,"MTCO2e"
"300","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","ces","CO2",-0.1094012,"MTCO2e"
"301","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","comm cooling","CO2",-0.1346438,"MTCO2e"
"302","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","comm others","CO2",-1.208268,"MTCO2e"
"303","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","construction","CO2",-0.0005588789,"MTCO2e"
"304","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","Freight Rail","CO2",-0.00163633,"MTCO2e"
"305","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","Heavy truck","CO2",-0.03831885,"MTCO2e"
"306","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","HSR","CO2",-1.154385e-05,"MTCO2e"
"307","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","industrial energy use","CO2",-5.778363,"MTCO2e"
"308","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","iron and steel","CO2",-1.183152,"MTCO2e"
"309","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","Large Car and Truck","CO2",-0.01735285,"MTCO2e"
"310","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","Light truck","CO2",-0.02985929,"MTCO2e"
"311","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","Medium truck","CO2",-0.1879026,"MTCO2e"
"312","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","Mini Car","CO2",-0.01436258,"MTCO2e"
"313","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","mining energy use","CO2",-0.001178737,"MTCO2e"
"314","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","Passenger Rail","CO2",-0.0003904481,"MTCO2e"
"315","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","resid cooling","CO2",-0.3808694,"MTCO2e"
"316","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"electricity","electricity","resid others","CO2",-2.407877,"MTCO2e"
"317","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"gas processing","gas processing","2W and 3W","CO2",2.288107e-08,"MTCO2e"
"318","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"gas processing","gas processing","Bus","CO2",9.931693e-06,"MTCO2e"
"319","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"gas processing","gas processing","Car","CO2",1.242392e-06,"MTCO2e"
"320","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"gas processing","gas processing","cement","CO2",9.848764e-06,"MTCO2e"
"321","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"gas processing","gas processing","ces","CO2",3.515693e-05,"MTCO2e"
"322","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"gas processing","gas processing","comm others","CO2",5.187559e-09,"MTCO2e"
"323","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"gas processing","gas processing","construction","CO2",1.587639e-07,"MTCO2e"
"324","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"gas processing","gas processing","Heavy truck","CO2",4.535989e-06,"MTCO2e"
"325","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"gas processing","gas processing","industrial energy use","CO2",1.136617e-05,"MTCO2e"
"326","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"gas processing","gas processing","industrial feedstocks","CO2",2.006342e-05,"MTCO2e"
"327","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"gas processing","gas processing","Large Car and Truck","CO2",2.406653e-06,"MTCO2e"
"328","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"gas processing","gas processing","Light truck","CO2",5.967991e-07,"MTCO2e"
"329","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"gas processing","gas processing","Medium truck","CO2",1.507529e-05,"MTCO2e"
"330","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"gas processing","gas processing","Mini Car","CO2",2.044696e-07,"MTCO2e"
"331","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"gas processing","gas processing","mining energy use","CO2",1.045978e-07,"MTCO2e"
"332","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"gas processing","gas processing","N fertilizer","CO2",4.810614e-06,"MTCO2e"
"333","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"H2 enduse","H2 enduse","agricultural energy use","CO2",-0.00265802,"MTCO2e"
"334","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"H2 enduse","H2 enduse","Car","CO2",-9.859894e-05,"MTCO2e"
"335","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"H2 enduse","H2 enduse","construction","CO2",-0.001758704,"MTCO2e"
"336","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"H2 enduse","H2 enduse","industrial energy use","CO2",-0.6492863,"MTCO2e"
"337","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"H2 enduse","H2 enduse","iron and steel","CO2",-0.07718966,"MTCO2e"
"338","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"H2 enduse","H2 enduse","Large Car and Truck","CO2",-0.0007876278,"MTCO2e"
"339","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"H2 enduse","H2 enduse","Mini Car","CO2",-5.179008e-06,"MTCO2e"
"340","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"H2 enduse","H2 enduse","mining energy use","CO2",-0.001159068,"MTCO2e"
"341","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"refining","refining","2W and 3W","CO2",-0.0006529034,"MTCO2e"
"342","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"refining","refining","agricultural energy use","CO2",-0.1006042,"MTCO2e"
"343","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"refining","refining","Bus","CO2",-0.17674,"MTCO2e"
"344","GCAM_CWF_W16_nuctrial3_cprice12","Africa_Eastern",2035,"refining","refining","Car","CO2",-0.3523557,"MTCO2e"
