"","scenario","region","year","direct","transformation","enduse","ghg","value","Units"
"27545","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2010,"refining","refining","Passenger Rail","CO2",0.009687025,"MTCO2e"
"27546","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2010,"refining","refining","resid heating","CO2",0.860201,"MTCO2e"
"27547","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2010,"refining","refining","resid others","CO2",0.7160811,"MTCO2e"
"27548","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"electricity","electricity","agricultural energy use","CO2",1.523981,"MTCO2e"
"27549","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"electricity","electricity","cement","CO2",3.818671,"MTCO2e"
"27550","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"electricity","electricity","chemical energy use","CO2",30.7664,"MTCO2e"
"27551","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"electricity","electricity","comm cooling","CO2",17.15145,"MTCO2e"
"27552","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"electricity","electricity","comm heating","CO2",3.859077,"MTCO2e"
"27553","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"electricity","electricity","comm others","CO2",149.9276,"MTCO2e"
"27554","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"electricity","electricity","construction","CO2",3.411408,"MTCO2e"
"27555","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"electricity","electricity","Freight Rail","CO2",0.06756899,"MTCO2e"
"27556","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"electricity","electricity","HSR","CO2",1.609576,"MTCO2e"
"27557","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"electricity","electricity","industrial energy use","CO2",116.7033,"MTCO2e"
"27558","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"electricity","electricity","iron and steel","CO2",39.5919,"MTCO2e"
"27559","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"electricity","electricity","mining energy use","CO2",0.6185186,"MTCO2e"
"27560","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"electricity","electricity","Passenger Rail","CO2",7.839876,"MTCO2e"
"27561","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"electricity","electricity","resid cooling","CO2",8.213557,"MTCO2e"
"27562","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"electricity","electricity","resid heating","CO2",11.92883,"MTCO2e"
"27563","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"electricity","electricity","resid others","CO2",124.5799,"MTCO2e"
"27564","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"gas processing","gas processing","chemical energy use","CO2",-2.318137e-08,"MTCO2e"
"27565","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"gas processing","gas processing","comm heating","CO2",-3.15618e-09,"MTCO2e"
"27566","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"gas processing","gas processing","comm others","CO2",-1.219148e-08,"MTCO2e"
"27567","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"gas processing","gas processing","construction","CO2",-7.378359e-10,"MTCO2e"
"27568","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"gas processing","gas processing","industrial energy use","CO2",-7.05114e-08,"MTCO2e"
"27569","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"gas processing","gas processing","industrial feedstocks","CO2",-3.217695e-10,"MTCO2e"
"27570","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"gas processing","gas processing","iron and steel","CO2",-2.694413e-08,"MTCO2e"
"27571","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"gas processing","gas processing","mining energy use","CO2",-1.225943e-09,"MTCO2e"
"27572","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"gas processing","gas processing","N fertilizer","CO2",-4.375393e-09,"MTCO2e"
"27573","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"gas processing","gas processing","resid heating","CO2",-4.228389e-09,"MTCO2e"
"27574","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"gas processing","gas processing","resid others","CO2",-1.028701e-08,"MTCO2e"
"27575","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","2W and 3W","CO2",0.06154708,"MTCO2e"
"27576","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","agricultural energy use","CO2",0.2287339,"MTCO2e"
"27577","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","Bus","CO2",0.2277449,"MTCO2e"
"27578","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","Car","CO2",1.038531,"MTCO2e"
"27579","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","cement","CO2",0.0628379,"MTCO2e"
"27580","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","chemical energy use","CO2",0.8586785,"MTCO2e"
"27581","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","chemical feedstocks","CO2",2.2517,"MTCO2e"
"27582","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","comm heating","CO2",0.212242,"MTCO2e"
"27583","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","comm others","CO2",0.4723733,"MTCO2e"
"27584","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","construction","CO2",0.2066085,"MTCO2e"
"27585","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","Domestic Aviation","CO2",0.2586862,"MTCO2e"
"27586","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","Domestic Ship","CO2",0.1853468,"MTCO2e"
"27587","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","Freight Rail","CO2",0.005740951,"MTCO2e"
"27588","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","industrial energy use","CO2",0.6498152,"MTCO2e"
"27589","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","industrial feedstocks","CO2",0.2561763,"MTCO2e"
"27590","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","International Aviation","CO2",0.3206248,"MTCO2e"
"27591","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","International Ship","CO2",0.2531726,"MTCO2e"
"27592","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","iron and steel","CO2",0.1493378,"MTCO2e"
"27593","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","Large Car and Truck","CO2",0.5949669,"MTCO2e"
"27594","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","Light truck","CO2",1.536486,"MTCO2e"
"27595","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","Mini Car","CO2",0.2812306,"MTCO2e"
"27596","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","mining energy use","CO2",0.01457434,"MTCO2e"
"27597","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","Passenger Rail","CO2",0.004964766,"MTCO2e"
"27598","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","resid heating","CO2",0.3889589,"MTCO2e"
"27599","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2015,"refining","refining","resid others","CO2",0.3237917,"MTCO2e"
"27600","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","2W and 3W","CO2",0.4226759,"MTCO2e"
"27601","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","agricultural energy use","CO2",1.545153,"MTCO2e"
"27602","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","Bus","CO2",0.3461517,"MTCO2e"
"27603","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","Car","CO2",0.2830071,"MTCO2e"
"27604","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","cement","CO2",3.438659,"MTCO2e"
"27605","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","chemical energy use","CO2",30.56058,"MTCO2e"
"27606","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","comm cooling","CO2",16.98895,"MTCO2e"
"27607","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","comm heating","CO2",4.61209,"MTCO2e"
"27608","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","comm others","CO2",163.7441,"MTCO2e"
"27609","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","construction","CO2",3.35015,"MTCO2e"
"27610","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","Freight Rail","CO2",0.0742329,"MTCO2e"
"27611","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","HSR","CO2",1.719685,"MTCO2e"
"27612","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","industrial energy use","CO2",122.7836,"MTCO2e"
"27613","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","iron and steel","CO2",38.02688,"MTCO2e"
"27614","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","Large Car and Truck","CO2",0.1349761,"MTCO2e"
"27615","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","Light truck","CO2",0.01085283,"MTCO2e"
"27616","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","Mini Car","CO2",0.1319597,"MTCO2e"
"27617","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","mining energy use","CO2",0.6253393,"MTCO2e"
"27618","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","Passenger Rail","CO2",7.878169,"MTCO2e"
"27619","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","resid cooling","CO2",8.372906,"MTCO2e"
"27620","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","resid heating","CO2",13.76595,"MTCO2e"
"27621","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"electricity","electricity","resid others","CO2",132.1945,"MTCO2e"
"27622","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"gas processing","gas processing","Bus","CO2",0.001211418,"MTCO2e"
"27623","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"gas processing","gas processing","Car","CO2",8.328353e-05,"MTCO2e"
"27624","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"gas processing","gas processing","chemical energy use","CO2",0.007934907,"MTCO2e"
"27625","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"gas processing","gas processing","comm heating","CO2",0.001167434,"MTCO2e"
"27626","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"gas processing","gas processing","comm others","CO2",0.004086388,"MTCO2e"
"27627","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"gas processing","gas processing","construction","CO2",0.0002449476,"MTCO2e"
"27628","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"gas processing","gas processing","industrial energy use","CO2",0.02530988,"MTCO2e"
"27629","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"gas processing","gas processing","industrial feedstocks","CO2",0.00012386,"MTCO2e"
"27630","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"gas processing","gas processing","iron and steel","CO2",0.008777072,"MTCO2e"
"27631","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"gas processing","gas processing","Large Car and Truck","CO2",5.504041e-05,"MTCO2e"
"27632","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"gas processing","gas processing","Light truck","CO2",0.0004254,"MTCO2e"
"27633","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"gas processing","gas processing","Mini Car","CO2",9.667151e-06,"MTCO2e"
"27634","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"gas processing","gas processing","mining energy use","CO2",0.0004205004,"MTCO2e"
"27635","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"gas processing","gas processing","N fertilizer","CO2",0.001511837,"MTCO2e"
"27636","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"gas processing","gas processing","resid heating","CO2",0.00151088,"MTCO2e"
"27637","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"gas processing","gas processing","resid others","CO2",0.003349406,"MTCO2e"
"27638","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"H2 enduse","H2 enduse","agricultural energy use","CO2",0.002133786,"MTCO2e"
"27639","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"H2 enduse","H2 enduse","construction","CO2",0.0008007458,"MTCO2e"
"27640","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"H2 enduse","H2 enduse","industrial energy use","CO2",0.05915386,"MTCO2e"
"27641","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"H2 enduse","H2 enduse","mining energy use","CO2",0.0001362853,"MTCO2e"
"27642","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","2W and 3W","CO2",0.04729816,"MTCO2e"
"27643","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","agricultural energy use","CO2",0.2064263,"MTCO2e"
"27644","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","Bus","CO2",0.2277173,"MTCO2e"
"27645","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","Car","CO2",0.9737898,"MTCO2e"
"27646","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","cement","CO2",0.02693995,"MTCO2e"
"27647","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","chemical energy use","CO2",0.7900025,"MTCO2e"
"27648","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","chemical feedstocks","CO2",2.070461,"MTCO2e"
"27649","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","comm heating","CO2",0.2004997,"MTCO2e"
"27650","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","comm others","CO2",0.38738,"MTCO2e"
"27651","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","construction","CO2",0.1879214,"MTCO2e"
"27652","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","Domestic Aviation","CO2",0.2599415,"MTCO2e"
"27653","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","Domestic Ship","CO2",0.1804794,"MTCO2e"
"27654","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","Freight Rail","CO2",0.006073913,"MTCO2e"
"27655","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","industrial energy use","CO2",0.6238669,"MTCO2e"
"27656","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","industrial feedstocks","CO2",0.248441,"MTCO2e"
"27657","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","International Aviation","CO2",0.3075251,"MTCO2e"
"27658","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","International Ship","CO2",0.2478289,"MTCO2e"
"27659","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","iron and steel","CO2",0.1310919,"MTCO2e"
"27660","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","Large Car and Truck","CO2",0.5458131,"MTCO2e"
"27661","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","Light truck","CO2",1.449172,"MTCO2e"
"27662","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","Mini Car","CO2",0.2661589,"MTCO2e"
"27663","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","mining energy use","CO2",0.01315243,"MTCO2e"
"27664","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","Passenger Rail","CO2",0.004852926,"MTCO2e"
"27665","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","resid heating","CO2",0.3552765,"MTCO2e"
"27666","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2020,"refining","refining","resid others","CO2",0.2579048,"MTCO2e"
"27667","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","2W and 3W","CO2",0.9762387,"MTCO2e"
"27668","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","agricultural energy use","CO2",1.070682,"MTCO2e"
"27669","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","Bus","CO2",1.680754,"MTCO2e"
"27670","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","Car","CO2",2.020688,"MTCO2e"
"27671","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","cement","CO2",1.847628,"MTCO2e"
"27672","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","chemical energy use","CO2",23.66434,"MTCO2e"
"27673","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","comm cooling","CO2",12.89774,"MTCO2e"
"27674","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","comm heating","CO2",2.779876,"MTCO2e"
"27675","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","comm others","CO2",122.4037,"MTCO2e"
"27676","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","construction","CO2",2.411119,"MTCO2e"
"27677","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","Freight Rail","CO2",0.07075466,"MTCO2e"
"27678","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","HSR","CO2",1.295193,"MTCO2e"
"27679","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","industrial energy use","CO2",92.74501,"MTCO2e"
"27680","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","iron and steel","CO2",27.60573,"MTCO2e"
"27681","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","Large Car and Truck","CO2",1.021131,"MTCO2e"
"27682","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","Light truck","CO2",1.021225,"MTCO2e"
"27683","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","Mini Car","CO2",0.7935198,"MTCO2e"
"27684","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","mining energy use","CO2",0.4374267,"MTCO2e"
"27685","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","Passenger Rail","CO2",6.119278,"MTCO2e"
"27686","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","resid cooling","CO2",5.907838,"MTCO2e"
"27687","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","resid heating","CO2",7.993302,"MTCO2e"
"27688","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"electricity","electricity","resid others","CO2",96.38749,"MTCO2e"
"27689","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"gas processing","gas processing","Bus","CO2",0.0002607887,"MTCO2e"
"27690","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"gas processing","gas processing","Car","CO2",3.127937e-05,"MTCO2e"
"27691","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"gas processing","gas processing","chemical energy use","CO2",0.00145062,"MTCO2e"
"27692","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"gas processing","gas processing","comm heating","CO2",0.0001398446,"MTCO2e"
"27693","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"gas processing","gas processing","comm others","CO2",0.0006155381,"MTCO2e"
"27694","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"gas processing","gas processing","construction","CO2",3.930182e-05,"MTCO2e"
"27695","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"gas processing","gas processing","industrial energy use","CO2",0.004467556,"MTCO2e"
"27696","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"gas processing","gas processing","industrial feedstocks","CO2",1.007696e-05,"MTCO2e"
"27697","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"gas processing","gas processing","iron and steel","CO2",0.001478198,"MTCO2e"
"27698","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"gas processing","gas processing","Large Car and Truck","CO2",2.158981e-05,"MTCO2e"
"27699","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"gas processing","gas processing","Light truck","CO2",0.00018193,"MTCO2e"
"27700","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"gas processing","gas processing","Mini Car","CO2",3.490548e-06,"MTCO2e"
"27701","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"gas processing","gas processing","mining energy use","CO2",6.592476e-05,"MTCO2e"
"27702","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"gas processing","gas processing","N fertilizer","CO2",0.0002791145,"MTCO2e"
"27703","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"gas processing","gas processing","resid heating","CO2",0.0001701172,"MTCO2e"
"27704","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"gas processing","gas processing","resid others","CO2",0.000489376,"MTCO2e"
"27705","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"H2 enduse","H2 enduse","agricultural energy use","CO2",0.001040843,"MTCO2e"
"27706","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"H2 enduse","H2 enduse","Car","CO2",5.978833e-05,"MTCO2e"
"27707","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"H2 enduse","H2 enduse","construction","CO2",0.0005079731,"MTCO2e"
"27708","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"H2 enduse","H2 enduse","industrial energy use","CO2",0.005646881,"MTCO2e"
"27709","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"H2 enduse","H2 enduse","Large Car and Truck","CO2",2.841416e-05,"MTCO2e"
"27710","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"H2 enduse","H2 enduse","Mini Car","CO2",2.034404e-06,"MTCO2e"
"27711","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"H2 enduse","H2 enduse","mining energy use","CO2",6.736924e-05,"MTCO2e"
"27712","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","2W and 3W","CO2",0.022183,"MTCO2e"
"27713","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","agricultural energy use","CO2",0.1955786,"MTCO2e"
"27714","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","Bus","CO2",0.2078925,"MTCO2e"
"27715","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","Car","CO2",0.8072478,"MTCO2e"
"27716","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","cement","CO2",0.03616427,"MTCO2e"
"27717","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","chemical energy use","CO2",0.8237629,"MTCO2e"
"27718","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","chemical feedstocks","CO2",2.168786,"MTCO2e"
"27719","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","comm heating","CO2",0.1887471,"MTCO2e"
"27720","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","comm others","CO2",0.4076441,"MTCO2e"
"27721","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","construction","CO2",0.1894866,"MTCO2e"
"27722","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","Domestic Aviation","CO2",0.2268645,"MTCO2e"
"27723","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","Domestic Ship","CO2",0.1339636,"MTCO2e"
"27724","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","Freight Rail","CO2",0.006678322,"MTCO2e"
"27725","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","industrial energy use","CO2",0.6250997,"MTCO2e"
"27726","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","industrial feedstocks","CO2",0.2496685,"MTCO2e"
"27727","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","International Aviation","CO2",0.2818089,"MTCO2e"
"27728","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","International Ship","CO2",0.2195703,"MTCO2e"
"27729","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","iron and steel","CO2",0.1253402,"MTCO2e"
"27730","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","Large Car and Truck","CO2",0.4412922,"MTCO2e"
"27731","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","Light truck","CO2",1.305125,"MTCO2e"
"27732","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","Mini Car","CO2",0.2173079,"MTCO2e"
"27733","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","mining energy use","CO2",0.01252946,"MTCO2e"
"27734","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","Passenger Rail","CO2",0.00467672,"MTCO2e"
"27735","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","resid heating","CO2",0.3236783,"MTCO2e"
"27736","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2025,"refining","refining","resid others","CO2",0.2654187,"MTCO2e"
"27737","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2030,"electricity","electricity","2W and 3W","CO2",0.3527247,"MTCO2e"
"27738","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2030,"electricity","electricity","agricultural energy use","CO2",0.3354684,"MTCO2e"
"27739","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2030,"electricity","electricity","Bus","CO2",0.8110083,"MTCO2e"
"27740","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2030,"electricity","electricity","Car","CO2",1.426787,"MTCO2e"
"27741","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2030,"electricity","electricity","cement","CO2",0.4878587,"MTCO2e"
"27742","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2030,"electricity","electricity","ces","CO2",0.07985573,"MTCO2e"
"27743","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2030,"electricity","electricity","chemical energy use","CO2",6.770052,"MTCO2e"
"27744","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2030,"electricity","electricity","comm cooling","CO2",3.542255,"MTCO2e"
"27745","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2030,"electricity","electricity","comm heating","CO2",1.189405,"MTCO2e"
"27746","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2030,"electricity","electricity","comm others","CO2",40.47651,"MTCO2e"
"27747","GCAM_CWF_W16_nuctrial3_cprice12","Japan",2030,"electricity","electricity","construction","CO2",0.7383636,"MTCO2e"
